# Pathway	Exp1A1_prefix.assembled_Coverage	Exp1A2_prefix.assembled_Coverage	Exp1AS1_prefix.assembled_Coverage	Exp1AS2_prefix.assembled_Coverage	Exp1C1_prefix.assembled_Coverage	Exp1C2_prefix.assembled_Coverage	Exp1S1_prefix.assembled_Coverage	Exp1S2_prefix.assembled_Coverage	Exp2A1_prefix.assembled_Coverage	Exp2A2_prefix.assembled_Coverage	Exp2AS1_prefix.assembled_Coverage	Exp2AS2_prefix.assembled_Coverage	Exp2C1New.assembled_Coverage	Exp2C2_prefix.assembled_Coverage	Exp2S1_prefix.assembled_Coverage	Exp2S2_prefix.assembled_Coverage	Exp3A1_prefix.assembled_Coverage	Exp3A2_prefix.assembled_Coverage	Exp3AS1_prefix.assembled_Coverage	Exp3AS2_prefix.assembled_Coverage	Exp3C1_prefix.assembled_Coverage	Exp3C2_prefix.assembled_Coverage	Exp3S1_prefix.assembled_Coverage	Exp3S2_prefix.assembled_Coverage
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.9196002660	0.6788137718	0.9352366953	0.8139903087	0.8991055458	0.9617699933	0.8837939330	0.4133331897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_animalis	0.3852198305	0.8783696411	0.6049798021	0	0.5726951883	0.0057135607	0.6503593396	0.3138012509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6410545016	0.9023803948	0.3740532414	0.7824903838	0.6934698598	0.9841426490	0.9562071172	0.5919921658
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.6316400225	0.5040332518	0.1173137647	0.0019111216	0.9748030540	0.5216677182	0.0282451293	0.9417100594	0	0.6451799980	0.7984976908	0.3089185296	0	0	0.9235439248	0.0068367576	0.9749086954	0.0146419568	0.9542156069	0.9857617346	0.9456829775	0.9897259090	0.9271120123	0.7726142250
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0.4337663669	0.5072939438	0.0002749195	0.0192752645	0.0020490716	0.1896291075	0.0326173508	0.0137735098	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0.3858907479	0	0	0	0	0.7656835718	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus	0.5293236190	0	0.5501065598	0.6511959444	0.8130998753	0.4519566546	0.6201560539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0.5632640989	0.5424907693	0.4847754519	0	0.9241770270	0	0.8285285921	0.6759946427	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridiales_noname.s__Bacteroides_pectinophilus	0	0	0	0.5318976998	0.4875357636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7579586618	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	0.7226000727	0.6859630833	0.5924680937	0.7557487700	0.6229609704	0.6599323939	0.7968461292	0	0.7993051615	0.9059313669	0.6991703101	0.4971182337	0.6491310679	0.6506497642	0.7963053585	0.9456526359	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0.5487587136	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2786577192	0	0.5792085737	0.4870827048	0.5697378946	0	0.5204087711	0	0	0.3866885013
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	0.1340125743	0.9353851739	0	0	0.4285154833	0.4090441031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.9707923914	0.1919902905	0.3785224174	0.6106930493	0.2840326524	0.8786229299	0.5571671995	0.0324603873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0.1405458259	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0.9090470800	0.7671405418	0.3380711825	0.6133835764	0.9251252147	0.7081606260	0.3415206162	0.9019563597	0	0	0.4036533573	0.0242331064	0	0	0.2729708223	0.1759432052	0.7180559534	0.9019978085	0.2330714117	0.4333633614	0.5339250173	0.0752519013	0.1420612166	0.6428460480
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3992596083	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0.8725992093	0.7052787380	0.8893739557	0.7986913097	0.8492864613	0.8571663906	0.1295445461	0.6359811144	0.6115885442	0.6968011653	0.2535462274	0.7751459496	0.4524176678	0.8139373948	0.7031492820	0.9085149573
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.9413490972	0.9320810783	0.9084685794	0.9125857344	0.6797115354	0.8074507380	0.7450546636	0.5753856895	0.9515735930	0.4679492637	0.6707269763	0.8391552450	0.3034312228	0.8006993478	0.8443082673	0.7285343989	0.8539156440	0.9302218110	0.7888439185	0.7383202904	0.9387399070	0.9873197263	0.9216775048	0.9356658468
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0.0126200310	0.4233445011	0	0	0.8542920933	0.3731860850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0.3583501403	0.0102046106	0.1534477248	0.8756505322	0.7375517436	0.0053310584	0.2122026438	0.7394303845	0.0161204036	0.4407572363	0	0.5215595649	0.2243622658	0.2650839826	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.7516479735	0.9808643416	0.8437394557	0.2633579993	0.7712249271	0.5930390154	0.4841257467	0.9429232379	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_ruminis	0.0000000000	0.0000000920	0.0000000002	0.0571308762	0.0000000000	0.0000011026	0.0000003477	0.0018471540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_salivarius	0.7001956496	0.3040353297	0.7681930729	0	0.2481361242	0.7340076680	0.5378288511	0.4789068700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7425065207	0.5093917670	0.4466405480	0.6379235547	0.9057074789	0	0	0.5305877784
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.8102577623	0.6848719145	0	0	0.7473242325	0	0.7335615194	0.5307104939	0	0	0	0	0	0	0	0	0	0	0.4879187998	0	0.7597384009	0.6338922559	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	0.6960137653	0.7965097945	0.2546292539	0.6271136564	0.3535063753	0.8593172172	0.7579387435	0.7895890760	0.8030233280	0.6908595376	0.6356014953	0.9788597423	0.8765763754	0.6718860974	0.7570152414	0.8423781798	0.8159788684	0.6298390713	0	0.2653115708	0.5447259371	0.8723476602	0.5326754784	0.6027005138
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0.6319321825	0	0	0	0.7969769912	0	0	0	0	0.5259509363	0.6083042223	0	0.2933030665	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	0.3171361669	0	0.5397523392	0	0.2951246799	0	0.4472744707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_callidus	0.6722840241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6009484255	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Weissella.s__Weissella_cibaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8814321514	0.7920882786	0.7771122340	0.9355433085	0.4818706463	0.6314028141	0.3938543453	0.8149854343
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.9365657624	0.8374155714	0.0170588312	0.8342026565	0.9994938676	0.5254481281	0.8085558826	0.9133489630	0.9905044456	0.9775630285	0.9986552098	0.9957649189	0.9699540492	0.9997781503	0.9647246143	0.8310079491	0.9704061713	0.9996410896	0.9442259638	0.8798042102	0.9996320500	0.8787014385	0.9340760013	0.4111378153
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.0321622407	0.8020532867	0.0998261212	0.0077517129	0.8304943181	0.3209157162	0.0014625851	0.6111727887	0.9999541926	0.9999999929	0.7429680454	0.9999246508	1.0000000000	0.9999996045	0.9823477265	0.9933432574	0.0000000000	0.0026801486	0.0000000154	0.0000000000	0.0123783159	0.0000011606	0.0480248951	0.0000000000
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3509209305	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3334006096	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0.3353281626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.5437190283	0.6131062715	0.9241509835	0.4805289580	0.1663054223	0.9026679134	0.3426214969	0.1792744823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0.9895665423	0.9526211390	0.8006038894	0.6812338293	0.9974301336	0.9861163448	0.9019902823	0.9992229913	0	0	0.2405787236	0.7583961690	0	0	0.1503028117	0.5910368541	0.0000855058	0.7011325608	0.2968052093	0.0001660810	0.9947921198	0.7719106703	0.9978874112	0.0337663576
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0.0027772539	0.8733008775	0.0786421310	0.0527002706	0.6132610944	0.0025760862	0.2219901486	0.7892010364	0.0244707747	0.3961664315	0	0	0.0096995291	0.0306487001	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.6113539983	0.8676017024	0.1086586313	0.6631694771	0.9999984651	0.9958702674	0.9809111517	0.8669799344	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	0.8186972007	0.9302605022	0.9822282634	0.7123945997	0.0188565920	0.0051636507	0.1789059383	0.0945155959	0.6447762516	0.2583531755	0.9995369310	0.9996154135	0	0.3688620477	0.6604506649	0	0.1241646107	0.8152693857	0.9998369775	0.9951987931	0.0334123624	0.0005344643	0.5895713120	0.4835314211
PWY-7221: guanosine ribonucleotides de novo biosynthesis	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0.5491429282	0	0.5508913014	0	0.3161934485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1760691634	0	0	0.2903557370	0.2450027492	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.0926598708	0.0000006019	0.0000144374	0.0276824936	0.0000000469	0.0043249552	0.0000376104	0.0000820195	0.0002198847	0.0000061161	0.0011092922	0.0076726086	0.0032915242	0.0020216032	0.0000653275	0.0000084207	0.0184476691	0.0000525955	0.0917464753	0.0040541528	0.0000153537	0.0003781510	0.0728508603	0.0159822197
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.0170152348	0.0463509035	0.2998914496	0.2047752677	0.0091520008	0.0453618209	0.2650582230	0.3622422285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_animalis	0.5643278167	0.3385315494	0.0401277414	0.2827676889	0.2990242933	0.6298270753	0.2555589628	0.3675543618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.0094589565	0.0237576902	0.1486412773	0.2005664628	0.2878170028	0.1392082323	0.7048880115	0.2727314527	0	0	0.2514252277	0.1694441207	0	0	0.0930133163	0.2718180017	0.3559612027	0.0508127909	0.4318683338	0.5587106341	0.1342084391	0.4382203918	0.4825928744	0.3759438619
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0.2793714979	0.3027776892	0.2188935204	0.3216985146	0.0012136456	0.1453337706	0.3359060596	0.1844740157	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5257929612	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0.4128713841	0.4174578486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.4594097829	0.5078536762	0.3601576910	0.8675112242	0.4548274940	0.5564107143	0.5547441416	0.1335482383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0.6846075870	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0.2333975998	0.0688772192	0.7061935389	0.6934074822	0.1849734853	0.2360751031	0.8594180212	0.1062578373	0	0	0.3348630150	0.3701256049	0	0	0.1422933906	0.3533340932	0.3433110909	0.6824427494	0.3343511192	0.4915418146	0.8547238061	0.0909743037	0.4595750022	0.5194368998
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.5801668683	0	0	0	0	0	0	0	0.4405550146	0.3135369085	0.0238292017	0	0.6618887214	0	0	0.0415588874	0.6087096448	0.1409442390	0.6545091490	0.4237885148	0.3066407339	0.0707718996	0.3968326058	0.7953548416
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0867217343	0	0	0	0.0417930127	0.3167946729	0.6458201727	0.3737962823	0.2563964934	0.3981337924	0	0	0	0.6811996364	0	0.2332273264	0.0075822223	0	0.0083391110	0.4720220419	0.0500917242	0.0021797971	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0.1350256627	0.0513004064	0.6451476599	0.6753565489	0.5554693387	0.0669709488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0.0173748257	0.4939617250	0.1026136999	0.1948549848	0.9936332544	0.1206960752	0.8973407713	0.8896065870	0.9381323805	0.7363972729	0	0	0.9752629283	0.8004117518	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.6611895245	0.8770010943	0.5168145778	0.5773469303	0.6736066422	0.8297834959	0.7755999689	0.7706614776	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_ruminis	0.0000000000	0.0000000001	0.0000000000	0.0227196266	0.0000015502	0.0000000000	0.0000000009	0.0016241619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_salivarius	0.4468236570	0.8425454193	0	0	0.3765719432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4790834708	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.2559655640	0	0.7397168099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	0.4464536355	0.9136296069	0.0007119270	0.0047684874	0.5633368555	0.5683675887	0.3722128598	0.6412709989	0.6981834673	0.1195090194	0.3167927136	0.6244164710	0.4873520687	0.4960585057	0.5475387723	0.8260705574	0	0	0	0	0.1737940088	0.4829570491	0.3077041583	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0.6194850840	0	0	0	0.6062503509	0	0	0	0	0.6203647441	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2698467922	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	0.9477106430	0.9908035398	0.0423118003	0.9717970860	0.9996200792	0.9137902046	0.9810286824	0.1441924239	0.7196540960	0.7574825322	0.9688817586	0.7500853056	0.9822803187	0.5784190723	0.5409145805	0.7936685003	0.9788039408	0.9898468718	0.5666454846	0.8231810067	0.9562134822	0.9607965568	0.9321869575	0.9046581042
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.0321622407	0.8020532867	0.0998261212	0.0077517129	0.8304943181	0.3209157162	0.0014625851	0.6111727887	0.9999541926	0.9999999929	0.7429680454	0.9999246508	1.0000000000	0.9999996045	0.9823477265	0.9933432574	0.0000000000	0.0026801486	0.0000000154	0.0000000000	0.0123783159	0.0000011606	0.0480248951	0.0000000000
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3509209305	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3334006096	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0.3353281626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.5437190283	0.6131062715	0.9241509835	0.4805289580	0.1663054223	0.9026679134	0.3426214969	0.1792744823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0.9895665423	0.9526211390	0.8006038894	0.6812338293	0.9974301336	0.9861163448	0.9019902823	0.9992229913	0	0	0.2405787236	0.7583961690	0	0	0.1503028117	0.5910368541	0.0000855058	0.7011325608	0.2968052093	0.0001660810	0.9947921198	0.7719106703	0.9978874112	0.0337663576
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0.0027772539	0.8733008775	0.0786421310	0.0527002706	0.6132610944	0.0025760862	0.2219901486	0.7892010364	0.0244707747	0.3961664315	0	0	0.0096995291	0.0306487001	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.6113539983	0.8676017024	0.1086586313	0.6631694771	0.9999984651	0.9958702674	0.9809111517	0.8669799344	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	0.8186972007	0.9302605022	0.9822282634	0.7123945997	0.0188565920	0.0051636507	0.1789059383	0.0945155959	0.6447762516	0.2583531755	0.9995369310	0.9996154135	0	0.3688620477	0.6604506649	0	0.1241646107	0.8152693857	0.9998369775	0.9951987931	0.0334123624	0.0005344643	0.5895713120	0.4835314211
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.0623201265	0.8901549056	0.1815307334	0.0153841720	0.9073989577	0.4858988537	0.0029208982	0.7586682111	0.9999770958	0.9999999965	0.8525320328	0.9999623240	1.0000000000	0.9999998023	0.9910952689	0.9966605137	0.0000000000	0.0053459692	0.0000000309	0.0000000000	0.0244539334	0.0000023211	0.0916483860	0.0000000000
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2181850428	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4184040565	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0.4039146267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.5004978909	0.5543829905	0.4535366992	0.6245714756	0.2559967898	0.6416642495	0.4361861423	0.1535911458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0.3132512807	0.0997523536	0.7464770634	0.7083406308	0.2539297140	0.3163742805	0.8801136285	0.1513414586	0	0	0.2899491322	0.4516371414	0	0	0.1554775259	0.4178667595	0.0001709735	0.7058247869	0.3227150692	0.0003320579	0.8971658021	0.1292777744	0.5603879061	0.0636289085
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0049930943	0.5801703423	0.1011448757	0.0872122719	0.9622227958	0.0050747031	0.3757291269	0.8495253167	0.7961971430	0.6780265627	0	0	0.1634114851	0.4414831919	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.6664243177	0.8836652272	0.1840067774	0.6191881098	0.7558401856	0.8788949003	0.8345661367	0.8085719172	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_salivarius	0	0.7377525325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	0.7560137210	0	0.0423294026	0	0.0044405214	0	0.0121611004	0.1287025444	0.7109335139	0.2704095957	0	0.3610238832	0.8666468470	0.4764705873	0.1958692026	0.1240012780	0.0078431966	0.3865287901	0	0	0.0029700560	0	0.0692929199	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.1173239919	0.4729094222	0.3072733471	0.0303021701	0.9021775838	0.6237685386	0.0058246886	0.8625840745	0.9998714517	0.9999999498	0.9203886397	0.9981570164	0.9999894664	0.9997160019	0.9852050045	0.9982946599	0.0000000000	0.0105882342	0.0000000618	0.0000000000	0.0469857506	0.0000045737	0.0015035356	0.0000000001
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4969391770	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.1259142415	0.0000505602	0.0815783336	0.3909179113	0.0026133579	0.1839683058	0.0906526445	0.0256248903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0.2920163732	0.1758827772	0.2299318535	0.0196452099	0.8350723907	0.2050022730	0.3181867409	0.0350923176	0	0	0.0874479204	0.0244293525	0	0	0.0246068818	0.0028581418	0.0003417973	0.2553037814	0.0013301896	0.0006626761	0.4418809602	0.0135838854	0.0253842989	0.1156349337
