# Pathway	Exp1A1_prefix.assembled_Abundance	Exp1A2_prefix.assembled_Abundance	Exp1AS1_prefix.assembled_Abundance	Exp1AS2_prefix.assembled_Abundance	Exp1C1_prefix.assembled_Abundance	Exp1C2_prefix.assembled_Abundance	Exp1S1_prefix.assembled_Abundance	Exp1S2_prefix.assembled_Abundance	Exp2A1_prefix.assembled_Abundance	Exp2A2_prefix.assembled_Abundance	Exp2AS1_prefix.assembled_Abundance	Exp2AS2_prefix.assembled_Abundance	Exp2C1_New.assembled_Abundance	Exp2C2_prefix.assembled_Abundance	Exp2S1_prefix.assembled_Abundance	Exp2S2_prefix.assembled_Abundance	Exp3A1_prefix.assembled_Abundance	Exp3A2_prefix.assembled_Abundance	Exp3AS1_prefix.assembled_Abundance	Exp3AS2_prefix.assembled_Abundance	Exp3C1_prefix.assembled_Abundance	Exp3C2_prefix.assembled_Abundance	Exp3S1_prefix.assembled_Abundance	Exp3S2_prefix.assembled_Abundance
PWY-7560: methylerythritol phosphate pathway II|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3383e-06	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	0.000227588	0.000200863	0.000172416	0.000154707	0.000196625	0.000193789	0.000174498	0.000165548	0.00026623	0.000219131	7.4354e-05	6.27373e-05	0.000262692	0.000261235	9.96691e-05	7.01172e-05	8.13277e-05	6.9723e-05	6.85366e-05	5.54457e-05	6.88564e-05	7.72205e-05	6.07714e-05	7.31273e-05
PWY-7663: gondoate biosynthesis (anaerobic)|g__Enterobacter.s__Enterobacter_aerogenes	1.21789e-06	1.97492e-06	0	0	0	9.10501e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	2.2752e-05	2.4515e-05	1.49675e-05	1.53127e-05	2.13424e-05	2.48921e-05	1.48765e-05	1.98833e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	7.03772e-05	7.40085e-05	6.30131e-05	5.36944e-05	8.05746e-05	7.87082e-05	6.18864e-05	5.56274e-05	0	0	2.11002e-05	2.70657e-05	0	0	4.93059e-05	2.90379e-05	4.77206e-05	4.65753e-05	3.41107e-05	3.09066e-05	4.09147e-05	5.52923e-05	3.60648e-05	3.95837e-05
PWY-7663: gondoate biosynthesis (anaerobic)|g__Klebsiella.s__Klebsiella_oxytoca	1.56021e-06	0	7.35912e-07	0	1.14031e-06	1.25345e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Klebsiella.s__Klebsiella_pneumoniae	3.21281e-05	3.86756e-05	1.7871e-05	1.70788e-05	3.19204e-05	3.27659e-05	1.5835e-05	1.33346e-05	0.000102438	0.000100534	8.10499e-07	0	0.000102695	9.85803e-05	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Lactobacillus.s__Lactobacillus_salivarius	0	1.00738e-06	0	0	1.56834e-06	6.88465e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	4.87665e-06	2.91858e-06	4.54672e-06	2.4421e-06	2.95657e-06	3.26447e-06	1.98656e-06	2.47203e-06	2.74714e-06	1.62689e-06	1.05626e-06	0	5.05226e-06	2.52825e-06	0	0	7.75594e-07	3.7567e-06	0	0	0	0	1.37176e-06	0
PWY-7664: oleate biosynthesis IV (anaerobic)	0.000171411	0.000167091	0.000140456	0.00012951	0.000166315	0.000165615	0.000133795	0.000131065	0.000162017	0.000147756	4.81371e-05	5.21648e-05	0.000162994	0.00016176	7.87696e-05	5.99707e-05	7.12569e-05	6.1581e-05	5.642e-05	5.60403e-05	6.2456e-05	7.44877e-05	5.92393e-05	6.07541e-05
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Enterobacter.s__Enterobacter_aerogenes	0	1.65143e-06	0	0	0	8.72296e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	2.23112e-05	2.30741e-05	1.39547e-05	1.2825e-05	2.08743e-05	2.25136e-05	1.28889e-05	1.5646e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	6.90758e-05	7.33736e-05	6.3062e-05	5.52602e-05	7.98468e-05	7.15442e-05	6.19271e-05	5.67134e-05	0	0	2.10327e-05	2.38613e-05	0	0	4.5389e-05	3.08232e-05	4.72818e-05	4.49209e-05	2.96886e-05	3.02269e-05	4.04894e-05	5.04761e-05	3.15115e-05	3.79503e-05
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Klebsiella.s__Klebsiella_pneumoniae	3.0952e-05	3.77735e-05	1.63316e-05	1.58597e-05	3.07729e-05	3.30772e-05	1.43849e-05	1.26003e-05	0.000101501	9.7513e-05	0	0	0.00010232	9.60063e-05	0	0	0	0	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	7.63172e-07	2.36115e-06	0	0	0	1.47875e-06	0	0	0	0	0	0	0	0	0	0	0	1.52628e-06	0	0	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	2.31839e-05	4.36242e-05	1.24364e-05	2.10524e-05	5.82215e-05	1.51637e-05	3.20084e-05	0	0	0	0	0	2.08067e-06	0	0	0	4.2033e-06	5.24698e-06	2.42394e-05	1.38159e-05	2.24191e-05	2.95948e-05	1.10011e-05	1.17365e-05
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.000255095	0.000259169	0.000242016	0.000226811	0.000272714	0.00025061	0.000225444	0.000250333	0.000565557	0.000465316	0.000476672	0.000386034	0.000572485	0.000562892	0.000308064	0.000366431	0.000101957	0.000147834	9.07678e-05	6.74144e-05	0.000150404	0.00012564	0.000128551	9.46764e-05
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	6.91298e-05	6.56775e-05	6.10958e-05	5.78597e-05	7.11898e-05	6.51867e-05	6.32839e-05	6.79639e-05	0	0	2.58495e-05	3.01296e-05	0	0	4.3662e-05	3.51706e-05	3.64967e-05	4.14546e-05	3.16693e-05	2.84344e-05	4.23877e-05	3.93177e-05	4.34634e-05	4.14381e-05
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000313305	0.000210297	0.000253222	0.000161122	0.000326408	0.00033369	0.000111407	0.000162985	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	5.66353e-06	0	0	0	1.98447e-06	0	2.57984e-06	0	3.34919e-06	2.90258e-06	0	0	0	3.59409e-06	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	0.000284709	0.000274349	0.000251754	0.000254421	0.000272722	0.000263678	0.00026671	0.000256468	0.000196853	0.000185097	0.000141776	0.000119298	0.000190268	0.000183828	0.000175111	0.000156601	0.000132673	0.000127298	0.000108522	0.000114326	0.000141059	0.000138864	0.000156371	0.000141461
PWY0-1061: superpathway of L-alanine biosynthesis|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	4.58865e-07	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	7.51055e-05	7.4057e-05	8.23249e-05	8.36458e-05	7.61964e-05	7.80753e-05	8.47121e-05	8.62823e-05	0	0	3.98384e-05	4.26613e-05	0	0	7.50073e-05	5.98025e-05	5.37537e-05	4.87571e-05	4.62248e-05	4.83423e-05	5.08105e-05	5.14157e-05	7.42073e-05	7.01256e-05
PWY0-1061: superpathway of L-alanine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	3.15547e-05	3.13403e-05	1.15906e-05	1.50603e-05	3.46864e-05	3.29474e-05	1.76229e-05	1.26218e-05	9.0998e-05	8.15149e-05	1.63036e-06	0	8.38641e-05	9.54163e-05	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	2.63067e-06	2.05874e-06	4.66348e-07	0	5.6074e-07	1.85109e-06	0	1.07032e-06	0	0	0	0	1.3932e-06	0	0	0	0	0	0	0	3.3082e-06	3.72853e-06	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.000113906	0.000111427	9.30927e-05	8.14526e-05	0.000123747	0.00011301	9.58815e-05	8.58728e-05	0	0	2.78968e-05	3.2138e-05	0	0	4.567e-05	4.23779e-05	4.01306e-05	4.09812e-05	3.52523e-05	3.68164e-05	4.08738e-05	4.98711e-05	4.29735e-05	3.898e-05
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	2.02849e-05	1.55136e-05	1.42293e-05	1.00236e-05	1.95428e-05	1.72355e-05	1.01932e-05	1.06257e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_coli	7.28956e-05	7.20373e-05	6.43991e-05	6.3323e-05	7.88118e-05	6.55773e-05	6.97067e-05	6.27388e-05	0	0	2.76144e-05	3.1404e-05	0	0	4.52773e-05	4.1941e-05	4.01306e-05	4.09812e-05	3.52523e-05	3.68164e-05	3.97266e-05	4.8901e-05	4.2549e-05	3.898e-05
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	1.32921e-06	8.21413e-07	0	0	6.48651e-07	1.40914e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling	0.00033431	0.000319897	0.000310738	0.000304964	0.000346055	0.000316066	0.000343711	0.000374995	0.000156301	0.000150795	0.000118715	0.000118338	0.00016212	0.000158552	0.000193459	0.000155922	0.000186583	0.00018239	0.000147882	0.000107753	0.000197656	0.000186554	0.000174489	0.000162939
PWY0-1261: anhydromuropeptides recycling|g__Enterobacter.s__Enterobacter_cloacae	3.35031e-06	8.211e-06	3.81597e-06	3.90222e-06	0	3.92771e-06	0	4.56702e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	0.000143628	0.000132206	0.000118793	0.00012064	0.000145886	0.000125901	0.000140991	0.000156109	0	0	5.11979e-05	5.81096e-05	0	0	9.74756e-05	7.84617e-05	8.34297e-05	7.55743e-05	7.00253e-05	6.53374e-05	8.62805e-05	8.8638e-05	8.39225e-05	8.46064e-05
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	9.05914e-05	9.58725e-05	7.42203e-05	7.08196e-05	9.63164e-05	8.93536e-05	7.83073e-05	8.31031e-05	9.00598e-05	7.96988e-05	2.72189e-05	2.84602e-05	8.38952e-05	9.40552e-05	4.58285e-05	4.81557e-05	3.22488e-05	3.184e-05	3.06044e-05	2.98581e-05	3.02639e-05	3.52665e-05	4.80849e-05	4.22623e-05
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	5.62267e-05	5.40818e-05	5.54598e-05	5.0727e-05	5.67782e-05	5.15252e-05	5.88157e-05	6.60057e-05	0	0	2.68114e-05	2.78449e-05	0	0	4.50078e-05	4.71662e-05	3.22399e-05	3.08588e-05	3.02959e-05	2.86116e-05	3.02273e-05	3.52665e-05	4.80849e-05	4.20512e-05
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	2.76295e-05	3.42767e-05	1.66666e-05	1.55625e-05	3.53436e-05	3.11342e-05	1.64187e-05	1.20211e-05	8.98115e-05	7.9331e-05	0	0	8.32221e-05	9.38135e-05	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	0.000136555	0.000123327	0.000114619	9.13832e-05	0.000149296	0.000125332	9.46884e-05	9.22548e-05	0.000372985	0.000284006	0.00026557	0.000220151	0.000374343	0.000413329	0.000168379	0.000187678	6.78995e-05	7.15965e-05	5.10465e-05	5.87455e-05	8.65556e-05	7.62425e-05	7.22724e-05	5.84945e-05
PWY0-1296: purine ribonucleosides degradation|g__Butyrivibrio.s__Butyrivibrio_crossotus	3.5502e-07	8.75149e-07	0	4.95423e-07	0	0	1.00576e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	1.10477e-06	1.01409e-06	1.35519e-06	1.10812e-06	1.06318e-06	2.15813e-06	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridiales_noname.s__Bacteroides_pectinophilus	0	0	8.86314e-07	6.36434e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06669e-05	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_longicatena	3.71309e-07	4.69322e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23338e-06	0	1.18604e-06	0	1.11499e-06	2.34565e-06	0
PWY0-1296: purine ribonucleosides degradation|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	1.29687e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae	1.99786e-05	1.52669e-05	6.34326e-06	1.04375e-05	1.658e-05	1.48442e-05	8.98917e-06	7.2538e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	6.38396e-05	6.7068e-05	7.33422e-05	5.92184e-05	8.55753e-05	7.12331e-05	6.2726e-05	6.39305e-05	0	0	2.73011e-05	3.96916e-05	0	0	5.39073e-05	4.44955e-05	4.70254e-05	4.74087e-05	3.27813e-05	3.44669e-05	5.20777e-05	5.55986e-05	5.05261e-05	4.87306e-05
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	2.56129e-06	1.34387e-06	2.01296e-06	0	5.52578e-07	4.08112e-06	2.24732e-06	2.42631e-06	5.85633e-06	3.62876e-06	5.85422e-06	3.89096e-06	3.36545e-06	2.31152e-06	6.87649e-06	2.26642e-06
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.72569e-06	2.63283e-06	2.0525e-06	0	3.46385e-06	2.49164e-06	7.35342e-07	1.06072e-06	2.786e-06	1.79584e-06	1.45023e-06	2.49954e-06	1.00941e-06	8.23415e-07	1.22496e-06	0	4.16383e-06	8.18497e-06	7.3695e-06	9.38037e-06	5.57853e-06	6.09156e-06	7.77301e-06	3.46018e-06
PWY0-1296: purine ribonucleosides degradation|g__Klebsiella.s__Klebsiella_oxytoca	2.33343e-06	1.36084e-06	6.79039e-07	0	1.0901e-06	6.7393e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	4.06124e-05	3.10701e-05	2.25587e-05	1.69922e-05	3.77025e-05	3.21538e-05	1.316e-05	1.60107e-05	9.21564e-05	8.20853e-05	0	9.47292e-07	8.08521e-05	0.000101218	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000270676	0.000195348	0.000228802	0.000170845	0.000285398	0.000299763	0.000103761	0.000128551	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	2.83355e-07	0	0	0	0	0	0	0	1.02864e-06	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|unclassified	3.91881e-06	6.91253e-07	2.04348e-06	1.07497e-06	1.13887e-06	0	0	2.9973e-06	0	2.5539e-06	2.33847e-06	0	1.4934e-06	3.89367e-06	0	0	4.6024e-06	8.42655e-06	0	6.77283e-06	6.38175e-06	5.35758e-06	2.97516e-06	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.000138255	0.000131019	0.000107934	9.89332e-05	0.000148328	0.000127888	9.81761e-05	9.55326e-05	0.000183225	0.000182493	5.08356e-05	6.68412e-05	0.000192498	0.000209625	7.75424e-05	0.000107818	6.72602e-05	5.61754e-05	4.70316e-05	4.62598e-05	6.40705e-05	6.61774e-05	6.10015e-05	5.92775e-05
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	6.40008e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae	1.70859e-05	1.62126e-05	7.76504e-06	1.10922e-05	1.57788e-05	1.51747e-05	9.39783e-06	7.95017e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	6.77079e-05	6.6601e-05	6.5918e-05	6.27954e-05	8.17562e-05	6.7919e-05	6.26242e-05	6.60773e-05	0	0	2.41041e-05	3.31291e-05	0	0	4.88698e-05	4.58433e-05	5.23306e-05	4.28397e-05	3.40522e-05	3.45194e-05	4.68751e-05	5.35656e-05	4.51533e-05	5.23439e-05
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_oxytoca	1.93874e-06	1.42543e-06	7.56456e-07	0	1.36342e-06	9.47578e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	4.40866e-05	3.66592e-05	2.41001e-05	1.93007e-05	4.26915e-05	3.74625e-05	1.60898e-05	1.74775e-05	9.86663e-05	9.26522e-05	0	1.07589e-06	8.92586e-05	0.000106648	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	2.23255e-06	0	0	0	0	0	0	0	0	1.92124e-06	0	0	1.24901e-06	0	0	0	0	0	0	0	5.46454e-07	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	9.85589e-05	9.48611e-05	8.03786e-05	7.01647e-05	0.00010109	9.42104e-05	8.03591e-05	8.3228e-05	4.65162e-06	0	3.65748e-05	4.99176e-05	0	6.94537e-06	6.22922e-05	8.27876e-05	5.01139e-05	4.57354e-05	4.00909e-05	3.75784e-05	5.15026e-05	5.36758e-05	4.75648e-05	4.60366e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_aerogenes	1.17108e-06	0	0	0	5.03438e-07	9.78765e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	5.9603e-05	5.81734e-05	5.84287e-05	4.94551e-05	6.43081e-05	5.69133e-05	5.96832e-05	5.54208e-05	0	0	2.34833e-05	2.92251e-05	0	0	4.70759e-05	4.43209e-05	3.9946e-05	3.74418e-05	3.23816e-05	3.24091e-05	4.10887e-05	4.38457e-05	3.99114e-05	4.03409e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	1.87574e-05	1.61993e-05	7.22765e-06	3.56517e-06	1.43001e-05	1.25632e-05	6.97585e-06	5.2866e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34506e-06	0	0	1.1956e-06	2.8406e-06	2.95445e-06	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.000233609	0.000218845	0.000163601	0.000157323	0.000223895	0.000204575	0.000173864	0.000179717	0.000429269	0.000312238	0.000320374	0.000228126	0.000409837	0.000414587	0.000198074	0.000238022	9.26883e-05	8.27375e-05	7.1276e-05	9.45802e-05	9.81201e-05	0.000105266	0.000104321	8.07727e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01707e-07	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34054e-06	0	0	0	2.44321e-06	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes	7.94697e-07	5.82716e-07	0	0	8.66162e-07	1.12309e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	2.40135e-05	1.80207e-05	1.65036e-05	1.4024e-05	2.34115e-05	2.62656e-05	1.36902e-05	1.26381e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Escherichia.s__Escherichia_coli	7.97977e-05	8.1037e-05	5.52412e-05	6.63883e-05	8.77841e-05	6.94998e-05	6.98807e-05	7.45304e-05	0	0	3.79746e-05	3.71196e-05	0	0	5.29095e-05	4.2082e-05	4.62716e-05	4.38137e-05	3.81227e-05	4.50465e-05	4.61572e-05	5.54494e-05	5.02037e-05	4.49665e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21636e-06	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	1.32834e-06	1.91917e-06	1.09925e-06	1.85332e-06	1.46091e-06	8.48617e-07	1.44773e-06	4.6971e-06	1.43282e-06	0	2.3954e-06	3.77112e-06	3.83716e-06	0	3.99827e-06	2.35001e-06
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.56043e-06	1.85824e-06	6.92391e-07	1.45277e-06	9.47576e-07	8.67225e-07	1.08902e-06	0	2.89852e-06	9.14139e-07	0	8.89385e-07	1.06361e-06	0	0	3.48621e-06	1.75868e-06	7.51331e-06	1.98803e-06	5.96869e-06	5.93251e-06	6.81625e-06	0	8.99098e-06
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Klebsiella.s__Klebsiella_oxytoca	6.47659e-07	1.02249e-06	0	6.65704e-07	1.46252e-06	1.08278e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	3.82917e-05	3.50845e-05	2.22747e-05	1.58768e-05	4.03635e-05	3.93963e-05	1.90967e-05	1.57736e-05	9.82833e-05	9.00146e-05	0	0	9.08924e-05	9.57311e-05	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.00026156	0.000152937	0.000201977	0.00012103	0.000259642	0.000274752	7.99355e-05	0.000120173	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	5.04178e-06	4.13921e-06	1.56608e-06	0	2.02381e-06	1.58401e-06	0	1.72081e-06	2.99679e-06	1.77189e-06	2.28429e-06	0	1.61647e-06	0	0	0	0	0	4.15362e-06	0	1.04036e-05	6.32556e-06	3.75766e-06	2.87161e-06
PWY0-1338: polymyxin resistance	6.68062e-05	6.98869e-05	6.26747e-05	5.92594e-05	7.70667e-05	6.89154e-05	6.49669e-05	6.40231e-05	0	0	2.75895e-05	3.038e-05	0	0	4.16935e-05	3.81326e-05	3.66551e-05	3.32361e-05	2.81974e-05	2.82054e-05	3.50165e-05	3.18259e-05	3.53339e-05	4.60412e-05
PWY0-1338: polymyxin resistance|g__Escherichia.s__Escherichia_coli	5.49896e-05	5.40054e-05	5.18223e-05	5.33704e-05	5.45198e-05	5.4743e-05	5.36413e-05	5.73064e-05	0	0	2.65265e-05	3.016e-05	0	0	4.16935e-05	3.79715e-05	3.66551e-05	3.32361e-05	2.81974e-05	2.82054e-05	3.50165e-05	3.18259e-05	3.53339e-05	4.60412e-05
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	2.15079e-05	1.40819e-05	1.60956e-05	7.72017e-06	1.64522e-05	1.45823e-05	9.49762e-06	1.45119e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.25663e-06	0	3.72101e-06	0
PWY0-1533: methylphosphonate degradation I	8.76648e-05	9.43472e-05	8.62336e-05	8.3623e-05	0.000100426	7.99548e-05	9.06475e-05	9.084e-05	0	0	3.75641e-05	4.06449e-05	0	0	8.31062e-05	5.74946e-05	5.72919e-05	6.7139e-05	5.95863e-05	5.69963e-05	5.50204e-05	6.27293e-05	6.94449e-05	5.04707e-05
PWY0-1533: methylphosphonate degradation I|g__Escherichia.s__Escherichia_coli	8.20243e-05	8.86816e-05	8.20154e-05	7.3896e-05	8.89376e-05	7.5671e-05	8.56542e-05	8.74279e-05	0	0	3.75641e-05	4.06449e-05	0	0	8.29199e-05	5.74946e-05	5.72919e-05	6.7139e-05	5.95863e-05	5.69963e-05	5.50204e-05	6.27105e-05	6.94449e-05	5.04707e-05
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.000411341	0.000398641	0.000431743	0.000413993	0.000455325	0.000406726	0.000474798	0.000477031	0.00016261	0.000143725	0.000250959	0.000243859	0.000151108	0.000150209	0.000460398	0.000373597	0.000302263	0.00030941	0.000310177	0.000269378	0.000346848	0.000333768	0.000428412	0.000429206
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70664e-07	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_aerogenes	6.43252e-07	6.6707e-07	0	0	1.16965e-06	7.74267e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	3.61569e-05	3.68083e-05	2.96587e-05	2.43689e-05	3.50896e-05	3.81273e-05	2.56774e-05	2.14795e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
